Level,Code/Description,Code1,Concat1,concat2,concat3,concat4,concat5,concat6,concat8,THE CODE,Code2b,code3b,Code4b,Code5b,Code6b,Code7b,Code8b,Level 1,Code22,Level 2,Code32,Level 3,Code42,Level 4,Level 5,Level 6,Level 7,Level 8,Global,Country 1,Country 2,Country 3,EU/ROW split
4,                22: Oil-seeds & oleaginous fruits,C2,C2_C1,C2_C1_C5,C2_C1_C5_C2,,,,,C2_C1_C5_C2,C1,C5,C2,,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                22: Oil-seeds & oleaginous fruits,,,,,,,,,
5,                    01.1E: Oil seeds,C2,C2_C1,C2_C1_C5,C2_C1_C5_C2,C2_C1_C5_C2_C1,,,,C2_C1_C5_C2_C1,C1,C5,C2,C1,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                22: Oil-seeds & oleaginous fruits,                    01.1E: Oil seeds,,,,,,,,
5,                    01.2C: Oleaginous fruits,C2,C2_C1,C2_C1_C5,C2_C1_C5_C2,C2_C1_C5_C2_C2,,,,C2_C1_C5_C2_C2,C1,C5,C2,C2,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                22: Oil-seeds & oleaginous fruits,                    01.2C: Oleaginous fruits,,,,,,,,
5,                    10.4C: Flours & meals of oils seeds & fruits,C2,C2_C1,C2_C1_C5,C2_C1_C5_C2,C2_C1_C5_C2_C3,,,,C2_C1_C5_C2_C3,C1,C5,C2,C3,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                22: Oil-seeds & oleaginous fruits,                    10.4C: Flours & meals of oils seeds & fruits,,,,,,,,
4,                23: Crude rubber,C2,C2_C1,C2_C1_C5,C2_C1_C5_C3,,,,,C2_C1_C5_C3,C1,C5,C3,,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                23: Crude rubber,,,,,,,,,
5,                    01.2D: Natural rubber,C2,C2_C1,C2_C1_C5,C2_C1_C5_C3,C2_C1_C5_C3_C1,,,,C2_C1_C5_C3_C1,C1,C5,C3,C1,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                23: Crude rubber,                    01.2D: Natural rubber,,,,,,,,
5,                    02.3A: Natural gums,C2,C2_C1,C2_C1_C5,C2_C1_C5_C3,C2_C1_C5_C3_C2,,,,C2_C1_C5_C3_C2,C1,C5,C3,C2,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                23: Crude rubber,                    02.3A: Natural gums,,,,,,,,
5,                    20.17: Synthetic rubber,C2,C2_C1,C2_C1_C5,C2_C1_C5_C3,C2_C1_C5_C3_C3,,,,C2_C1_C5_C3_C3,C1,C5,C3,C3,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                23: Crude rubber,                    20.17: Synthetic rubber,,,,,,,,
5,                    22.1A: Reclaimed rubber,C2,C2_C1,C2_C1_C5,C2_C1_C5_C3,C2_C1_C5_C3_C4,,,,C2_C1_C5_C3_C4,C1,C5,C3,C4,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                23: Crude rubber,                    22.1A: Reclaimed rubber,,,,,,,,
5,                    38.1B: Rubber waste,C2,C2_C1,C2_C1_C5,C2_C1_C5_C3,C2_C1_C5_C3_C5,,,,C2_C1_C5_C3_C5,C1,C5,C3,C5,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                23: Crude rubber,                    38.1B: Rubber waste,,,,,,,,
4,                27: Crude minerals & fertilisers,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,,,,,C2_C1_C5_C4,C1,C5,C4,,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,,,,,,,,,
5,                    06.1A: Bituminous or oil shale & tar sands,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C1,,,,C2_C1_C5_C4_C1,C1,C5,C4,C1,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    06.1A: Bituminous or oil shale & tar sands,,,,,,,,
5,"                    08.1: Unworked stone, gravel, sand, clays & kaolin",C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C2,,,,C2_C1_C5_C4_C2,C1,C5,C4,C2,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,"                    08.1: Unworked stone, gravel, sand, clays & kaolin",,,,,,,,
5,                    08.9A: Other minerals,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C3,,,,C2_C1_C5_C4_C3,C1,C5,C4,C3,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    08.9A: Other minerals,,,,,,,,
5,                    10.8G: Food-grade salt,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C4,,,,C2_C1_C5_C4_C4,C1,C5,C4,C4,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    10.8G: Food-grade salt,,,,,,,,
5,                    20.13A: Processed sulphur,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C5,,,,C2_C1_C5_C4_C5,C1,C5,C4,C5,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    20.13A: Processed sulphur,,,,,,,,
5,                    20.15A: Animal & vegetable fertilisers,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C6,,,,C2_C1_C5_C4_C6,C1,C5,C4,C6,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    20.15A: Animal & vegetable fertilisers,,,,,,,,
5,                    23.5A: Plaster & calcined dolomite,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C7,,,,C2_C1_C5_C4_C7,C1,C5,C4,C7,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    23.5A: Plaster & calcined dolomite,,,,,,,,
5,                    23.9A: Tarred macadam,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C8,,,,C2_C1_C5_C4_C8,C1,C5,C4,C8,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    23.9A: Tarred macadam,,,,,,,,
5,                    32.1A: Worked industrial diamonds & powder of precious stones,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C9,,,,C2_C1_C5_C4_C9,C1,C5,C4,C9,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    32.1A: Worked industrial diamonds & powder of precious stones,,,,,,,,
5,                    38.1F: Slag from iron & steel manufacture,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C10,,,,C2_C1_C5_C4_C10,C1,C5,C4,C10,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    38.1F: Slag from iron & steel manufacture,,,,,,,,
5,                    38.2A: Ash from waste incineration,C2,C2_C1,C2_C1_C5,C2_C1_C5_C4,C2_C1_C5_C4_C11,,,,C2_C1_C5_C4_C11,C1,C5,C4,C11,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                27: Crude minerals & fertilisers,                    38.2A: Ash from waste incineration,,,,,,,,
4,                29: Other crude animal & vegetable materials,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,,,,,C2_C1_C5_C5,C1,C5,C5,,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,,,,,,,,,
5,"                    01.1G: Cut flowers, seeds",C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C1,,,,C2_C1_C5_C5_C1,C1,C5,C5,C1,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,"                    01.1G: Cut flowers, seeds",,,,,,,,
5,                    01.2E: Other perennial crops,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C2,,,,C2_C1_C5_C5_C2,C1,C5,C5,C2,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    01.2E: Other perennial crops,,,,,,,,
5,                    01.3: Planting material,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C3,,,,C2_C1_C5_C5_C3,C1,C5,C5,C3,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    01.3: Planting material,,,,,,,,
5,                    01.4H: Bovine semen,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C4,,,,C2_C1_C5_C5_C4,C1,C5,C5,C4,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    01.4H: Bovine semen,,,,,,,,
5,                    02.1: Trees & their seeds,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C5,,,,C2_C1_C5_C5_C5,C1,C5,C5,C5,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    02.1: Trees & their seeds,,,,,,,,
5,                    02.3C: Other wild growing products,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C6,,,,C2_C1_C5_C5_C6,C1,C5,C5,C6,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    02.3C: Other wild growing products,,,,,,,,
5,                    03.0C: Other aquatic plant & animal products,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C7,,,,C2_C1_C5_C5_C7,C1,C5,C5,C7,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    03.0C: Other aquatic plant & animal products,,,,,,,,
5,"                    10.1E: Inedible offal, unworked bird skins & feathers",C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C8,,,,C2_C1_C5_C5_C8,C1,C5,C5,C8,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,"                    10.1E: Inedible offal, unworked bird skins & feathers",,,,,,,,
5,                    10.2C: Inedible products of fish & shellfish,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C9,,,,C2_C1_C5_C5_C9,C1,C5,C5,C9,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    10.2C: Inedible products of fish & shellfish,,,,,,,,
5,                    10.8H: Vegetable extracts,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C10,,,,C2_C1_C5_C5_C10,C1,C5,C5,C10,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    10.8H: Vegetable extracts,,,,,,,,
5,                    96.0: Human hair,C2,C2_C1,C2_C1_C5,C2_C1_C5_C5,C2_C1_C5_C5_C11,,,,C2_C1_C5_C5_C11,C1,C5,C5,C11,,,,    2and4: Basic materials,,        2: Crude materials,,            2OCM: Other crude materials,,                29: Other crude animal & vegetable materials,                    96.0: Human hair,,,,,,,,
2,        4: Animal & vegetable oils & fats,C2,C2_C2,,,,,,,C2_C2,C2,,,,,,,    2and4: Basic materials,,        4: Animal & vegetable oils & fats,,,,,,,,,,,,,
3,            41: Animal oils & fats,C2,C2_C2,C2_C2_C1,,,,,,C2_C2_C1,C2,C1,,,,,,    2and4: Basic materials,,        4: Animal & vegetable oils & fats,,            41: Animal oils & fats,,,,,,,,,,,
4,                10.1F: Crude animal fats,C2,C2_C2,C2_C2_C1,C2_C2_C1_C1,,,,,C2_C2_C1_C1,C2,C1,C1,,,,,    2and4: Basic materials,,        4: Animal & vegetable oils & fats,,            41: Animal oils & fats,,                10.1F: Crude animal fats,,,,,,,,,
4,                10.4E: Processed animal oils & fats,C2,C2_C2,C2_C2_C1,C2_C2_C1_C2,,,,,C2_C2_C1_C2,C2,C1,C2,,,,,    2and4: Basic materials,,        4: Animal & vegetable oils & fats,,            41: Animal oils & fats,,                10.4E: Processed animal oils & fats,,,,,,,,,
